Date,Adj Close,Close,High,Low,Open,Volume
2004-02-17,55.560997009277344,84.34375,84.6875,83.46875,83.75,23235904
2004-02-18,55.08134841918945,83.6156234741211,85.3125,83.140625,85.0,26329984
2004-02-19,52.558563232421875,79.78593444824219,83.59375,79.40625,83.59375,36728384
2004-02-20,52.135005950927734,79.1429672241211,81.79219055175781,78.359375,79.671875,52873792
2004-02-23,52.317710876464844,79.4203109741211,80.6875,79.0625,79.3125,31885440
2004-02-24,51.915771484375,78.8101577758789,79.90625,76.96875,79.0609359741211,41712448
2004-02-25,51.12837219238281,77.6148452758789,88.59375,77.046875,88.59375,28607872
2004-02-26,50.281768798828125,76.3296890258789,78.90625,75.5640640258789,78.125,41546176
2004-02-27,52.107215881347656,79.10078430175781,79.59375,75.9398422241211,76.40625,37689664
2004-03-01,54.75145721435547,83.1148452758789,83.28125,79.65625,79.65625,40953024
2004-03-02,54.75145721435547,83.1148452758789,83.1148452758789,83.1148452758789,83.1148452758789,0
2004-03-03,53.36859893798828,81.015625,83.015625,80.46875,82.8125,29994368
2004-03-04,54.397926330566406,82.578125,83.98124694824219,80.67655944824219,81.484375,45102144
2004-03-05,54.024261474609375,82.01094055175781,83.2554702758789,81.64453125,82.796875,22380416
2004-03-08,52.6023063659668,79.85234069824219,82.015625,79.6875,82.015625,24954240
2004-03-09,51.30899429321289,77.8890609741211,91.015625,76.09375,91.015625,50456320
2004-03-10,50.458290100097656,76.59765625,77.421875,75.7835922241211,77.3125,38215872
2004-03-11,49.9781379699707,75.8687515258789,76.859375,75.078125,76.38749694824219,28511424
2004-03-12,51.84526443481445,78.703125,80.0625,74.609375,76.328125,51212992
2004-03-15,50.85148620605469,77.19453430175781,81.0,76.5625,80.50859069824219,30844672
2004-03-16,50.871551513671875,77.2249984741211,77.8125,75.55546569824219,76.5679702758789,30103616
2004-03-17,51.90546798706055,78.7945327758789,79.99531555175781,77.734375,77.734375,34600128
2004-03-18,50.818050384521484,77.14375305175781,79.6875,76.875,79.6703109741211,24171648
2004-03-19,53.41184616088867,81.08125305175781,81.671875,77.03125,77.0625,44321792
2004-03-22,52.24257278442383,79.3062515258789,81.25,78.6148452758789,81.25,18716864
2004-03-23,53.21009063720703,80.7750015258789,81.77812194824219,78.37968444824219,78.90625,24403456
2004-03-24,51.95333480834961,78.8671875,80.9375,78.0210952758789,80.2398452758789,28319680
2004-03-25,53.183345794677734,80.734375,87.5,78.75,78.90625,29444160
2004-03-26,54.65008544921875,82.9609375,83.59375,81.71875,81.8023452758789,27476544
2004-03-29,53.65681838989258,81.453125,83.1875,80.578125,82.8109359741211,19412864
2004-03-30,51.85915756225586,78.7242202758789,82.765625,78.453125,82.1875,29782976
2004-03-31,50.828330993652344,77.15937805175781,78.890625,74.00077819824219,74.00077819824219,42513600
2004-04-01,52.60693359375,79.859375,80.375,77.36015319824219,77.36015319824219,26651008
2004-04-02,51.46442413330078,78.125,80.453125,77.5,80.078125,36836224
2004-04-05,53.259498596191406,80.8499984741211,81.8515625,78.75,78.875,32154304
2004-04-06,54.685062408447266,83.0140609741211,92.890625,81.9375,92.890625,64156288
2004-04-07,54.812686920166016,83.20780944824219,84.375,82.34375,84.375,26629568
2004-04-08,54.67684555053711,83.0015640258789,84.359375,82.5,84.21875,24899584
2004-04-09,54.67684555053711,83.0015640258789,83.0015640258789,83.0015640258789,83.0015640258789,0
2004-04-12,52.93888854980469,80.36328125,83.71875,79.5679702758789,83.4375,36248128
2004-04-13,56.54653549194336,85.83984375,92.01484680175781,83.609375,92.01484680175781,78408320
2004-04-14,56.54653549194336,85.83984375,85.83984375,85.83984375,85.83984375,0
2004-04-15,54.92693328857422,83.3812484741211,87.15156555175781,82.8148422241211,87.15156555175781,71227328
2004-04-16,55.477108001708984,84.2164077758789,85.421875,83.83671569824219,84.296875,36977024
2004-04-19,55.17963790893555,83.76484680175781,84.375,83.0796890258789,84.375,22941888
2004-04-20,55.388614654541016,84.08203125,84.83906555175781,83.76953125,84.140625,19525184
2004-04-21,55.84404373168945,84.7734375,85.078125,83.59375,84.046875,21904064
2004-04-22,55.435401916503906,84.15312194824219,85.125,83.9390640258789,84.84375,14137600
2004-04-23,54.62586975097656,82.9242172241211,85.2249984741211,82.6585922241211,84.6875,34524800
2004-04-26,54.62586975097656,82.9242172241211,82.9242172241211,82.9242172241211,82.9242172241211,0
2004-04-27,52.86065673828125,80.2445297241211,82.77812194824219,79.765625,82.77812194824219,28616000
2004-04-28,52.516883850097656,79.72265625,80.765625,79.30546569824219,80.390625,28258624
2004-04-29,51.86327362060547,78.73046875,80.68281555175781,78.296875,79.671875,43605184
2004-04-30,52.9687385559082,80.4085922241211,81.13749694824219,78.9546890258789,79.375,30273216
2004-05-03,53.364498138427734,81.0093765258789,81.5453109741211,79.2359390258789,79.2359390258789,22498048
2004-05-04,53.72836685180664,81.56172180175781,82.40625,81.15625,81.640625,17846592
2004-05-05,54.14982986450195,82.2015609741211,82.46875,81.4117202758789,82.015625,20423104
2004-05-06,54.52397537231445,82.76953125,85.74531555175781,82.5023422241211,82.8125,14392768
2004-05-07,53.72217559814453,81.5523452758789,82.8125,81.328125,82.421875,11201984
2004-05-10,52.75566101074219,80.08515930175781,80.9375,79.84375,80.46875,14165504
2004-05-11,51.938934326171875,78.8453140258789,80.0,78.359375,79.671875,26232064
2004-05-12,52.32233810424805,79.4273452758789,80.3125,78.60234069824219,78.90625,24579968
2004-05-13,53.45866394042969,81.15234375,82.34375,76.578125,79.66719055175781,33562048
2004-05-14,52.38822937011719,79.52734375,81.9671859741211,79.1875,81.640625,31301120
2004-05-17,46.51149368286133,70.60624694824219,78.90156555175781,64.4546890258789,78.90156555175781,31777600
2004-05-18,50.23905563354492,76.26484680175781,77.6890640258789,72.67655944824219,74.171875,45230720
2004-05-19,51.18291473388672,77.6976547241211,78.890625,75.625,78.28125,21176960
2004-05-20,50.72282791137695,76.99922180175781,79.125,76.82890319824219,79.125,18078592
2004-05-21,50.53909683227539,76.7203140258789,77.65625,75.875,76.875,20265792
2004-05-24,54.74530029296875,83.10546875,83.3570327758789,77.8492202758789,78.125,38852608
2004-05-25,55.12662124633789,83.68437194824219,84.359375,80.75,82.41719055175781,39751744
2004-05-26,55.42241668701172,82.5625,84.078125,81.921875,84.078125,23094400
2004-05-27,55.56663513183594,82.77734375,84.171875,81.8804702758789,82.03125,22419584
2004-05-28,53.049339294433594,79.02734375,83.71875,78.31562805175781,82.421875,35431808
2004-05-31,54.55081558227539,81.2640609741211,82.03125,76.5625,79.53125,34813312
2004-06-01,55.45963668823242,82.61796569824219,83.328125,81.27421569824219,81.27421569824219,28710336
2004-06-02,55.98355484008789,83.3984375,83.98124694824219,81.99296569824219,82.72969055175781,17547008
2004-06-03,54.976139068603516,81.89765930175781,84.140625,81.5,83.75,30415040
2004-06-04,54.723350524902344,81.5210952758789,81.90625,80.5,81.25,19523392
2004-06-07,54.618988037109375,81.3656234741211,83.0,80.5015640258789,82.1875,21086016
2004-06-08,54.31007385253906,80.90547180175781,82.0218734741211,80.0171890258789,81.640625,31877952
2004-06-09,54.772117614746094,81.59375,81.93437194824219,80.9609375,81.2710952758789,16769088
2004-06-10,55.30860137939453,82.3929672241211,82.60859680175781,81.015625,81.94844055175781,16670208
2004-06-11,53.60366439819336,79.8531265258789,82.5,79.40702819824219,82.5,29788544
2004-06-14,52.38067626953125,78.03125,80.0570297241211,77.84765625,79.6859359741211,22198208
2004-06-15,53.305267333984375,79.4085922241211,79.921875,78.359375,78.359375,22293952
2004-06-16,53.97496795654297,80.40625,80.859375,79.7085952758789,80.46875,21901504
2004-06-17,54.5366325378418,81.24296569824219,81.5625,80.1875,80.46875,19065792
2004-06-18,55.21788787841797,82.2578125,82.7750015258789,80.70703125,81.25,28632320
2004-06-21,56.128822326660156,83.6148452758789,83.984375,82.26875305175781,82.421875,26522560
2004-06-22,56.38161087036133,83.99140930175781,84.2562484741211,82.65625,83.0523452758789,23141632
2004-06-23,55.83566665649414,83.1781234741211,84.359375,82.734375,84.296875,26169152
2004-06-24,56.735076904296875,84.5179672241211,84.984375,82.8921890258789,83.43281555175781,32614720
2004-06-25,57.51912307739258,85.6859359741211,85.9375,83.859375,84.53125,28886528
2004-06-28,58.714805603027344,87.4671859741211,87.78125,86.12890625,86.40625,31393024
2004-06-29,58.59733581542969,87.29219055175781,88.43672180175781,86.890625,87.578125,44017472
2004-06-30,57.94074249267578,86.3140640258789,87.8125,85.9546890258789,87.03125,39124224
2004-07-01,59.10606384277344,88.05000305175781,88.48124694824219,84.94999694824219,87.1875,28275440
2004-07-02,59.716487884521484,88.9593734741211,89.4375,85.328125,85.328125,24930048
2004-07-05,59.972412109375,89.34062194824219,90.3125,88.78125,89.14375305175781,15505536
2004-07-06,59.84865951538086,89.15625,89.75,87.8843765258789,89.1875,19217968
2004-07-07,58.42008590698242,87.02812194824219,88.9375,86.5687484741211,87.7593765258789,28427936
2004-07-08,56.7335205078125,84.515625,88.7125015258789,83.20625305175781,87.5,37858080
2004-07-09,58.00263977050781,86.40625,86.8656234741211,80.3125,81.25,22787760
2004-07-12,57.73623275756836,86.0093765258789,87.46875,85.265625,86.6875,22648144
2004-07-13,58.85221481323242,87.671875,89.5250015258789,86.8125,89.0625,38728000
2004-07-14,59.609519958496094,88.80000305175781,90.3125,88.375,88.75,29463584
2004-07-15,60.55979537963867,90.21562194824219,90.5562515258789,88.64375305175781,89.0250015258789,21826416
2004-07-16,61.99883270263672,92.359375,92.80000305175781,90.21875,90.21875,34887056
2004-07-19,62.019798278808594,92.390625,93.25,91.375,92.375,22012128
2004-07-20,60.7423210144043,90.48750305175781,92.48124694824219,90.1968765258789,92.125,21665664
2004-07-21,60.301780700683594,89.83125305175781,91.25,89.07499694824219,90.6875,22177072
2004-07-22,60.5283088684082,90.16874694824219,91.25,89.3812484741211,90.875,19465920
2004-07-23,61.05067825317383,90.9468765258789,91.54374694824219,90.1875,90.625,15554320
2004-07-26,61.23524475097656,91.22187805175781,91.5625,89.5093765258789,89.92500305175781,14673152
2004-07-27,62.06388473510742,92.45625305175781,92.9000015258789,91.44062805175781,91.875,23371088
2004-07-28,63.280574798583984,94.26875305175781,94.5625,92.2562484741211,92.5,31335104
2004-07-29,64.42594909667969,95.9749984741211,96.5625,94.34687805175781,94.34687805175781,21491184
2004-07-30,65.17694091796875,97.09375,97.8125,95.625,96.3187484741211,25009120
2004-08-02,65.28180694580078,97.25,97.89375305175781,96.875,96.875,17539728
2004-08-03,66.1586685180664,98.5562515258789,98.875,97.4312515258789,97.4937515258789,23723440
2004-08-04,64.95035552978516,96.7562484741211,98.6875,96.375,98.6875,17101728
2004-08-05,65.3573226928711,97.36250305175781,97.75,96.5,96.5,18405328
2004-08-06,64.05673217773438,95.42500305175781,97.3125,94.4593734741211,96.9375,23971584
2004-08-09,64.36930084228516,95.890625,96.35624694824219,93.625,94.48750305175781,19569968
2004-08-10,63.98542785644531,95.3187484741211,96.3125,94.8125,96.3125,15133312
2004-08-11,63.104347229003906,94.0062484741211,96.54374694824219,93.44999694824219,95.9375,21258032
2004-08-12,62.875709533691406,93.6656265258789,94.5562515258789,93.0,94.0,22696432
2004-08-13,62.08697509765625,92.4906234741211,95.5562515258789,92.1968765258789,93.125,21489920
2004-08-16,62.395301818847656,92.94999694824219,93.3125,92.0,92.6875,16502032
2004-08-17,62.198143005371094,92.65625,94.0625,92.25312805175781,93.6875,15134480
2004-08-18,62.37854766845703,92.92500305175781,93.625,92.4375,92.6875,17098976
2004-08-19,64.47418212890625,96.046875,96.25,93.75,93.75,31323920
2004-08-20,64.89585876464844,96.67500305175781,97.1500015258789,95.3125,95.9375,24660640
2004-08-23,65.43077087402344,97.47187805175781,98.8125,96.9468765258789,97.375,22006368
2004-08-24,65.27761840820312,97.2437515258789,98.2906265258789,96.703125,97.5,17164864
2004-08-25,64.40286254882812,95.94062805175781,97.7750015258789,94.75,97.2562484741211,20150288
2004-08-26,64.84339904785156,96.59687805175781,97.375,95.7750015258789,96.4375,20723296
2004-08-27,65.6719970703125,97.83125305175781,98.1875,96.3218765258789,97.0562515258789,15277728
2004-08-30,66.1817398071289,98.59062194824219,98.92500305175781,97.25,98.25,12084944
2004-08-31,66.09992980957031,98.46875,99.3687515258789,97.6968765258789,98.75,13549504
2004-09-01,66.3390884399414,98.82499694824219,99.3125,98.125,98.4375,8008016
2004-09-02,67.239013671875,100.1656265258789,100.8375015258789,99.69062805175781,99.69062805175781,18522576
2004-09-03,67.40473175048828,100.4124984741211,100.73750305175781,99.55937194824219,100.3125,14033472
2004-09-06,67.45925903320312,100.4937515258789,100.9375,100.25,100.625,7469520
2004-09-07,67.77393341064453,100.9625015258789,101.21875,100.0,100.37812805175781,11782048
2004-09-08,68.17671966552734,101.5625,101.875,100.75,101.1875,13429216
2004-09-09,68.07809448242188,101.4156265258789,102.0625,101.0,101.625,13698032
2004-09-10,69.39549255371094,103.37812805175781,103.99687194824219,101.4156265258789,101.8812484741211,18587072
2004-09-13,70.31010437011719,104.7406234741211,106.2437515258789,103.125,105.3125,18370576
2004-09-14,71.36946105957031,106.3187484741211,106.61250305175781,104.83125305175781,104.98124694824219,30164176
2004-09-15,71.36527252197266,106.3125,106.9906234741211,105.3125,106.75,21460064
2004-09-16,71.1114501953125,105.93437194824219,106.375,105.0093765258789,106.078125,16680048
2004-09-17,70.89117431640625,105.60624694824219,105.99687194824219,104.390625,105.99687194824219,20388080
2004-09-20,69.54022979736328,103.59375,105.0625,103.4375,105.0625,20823424
2004-09-21,70.32270050048828,104.7593765258789,105.0625,103.5875015258789,103.7593765258789,27698816
2004-09-22,69.79194641113281,103.96875,104.98124694824219,103.4375,104.7593765258789,23176304
2004-09-23,68.3990478515625,101.89375305175781,103.73750305175781,101.625,103.73750305175781,23091104
2004-09-24,67.71309661865234,100.87187194824219,102.92500305175781,100.4937515258789,102.21875,20775696
2004-09-27,68.79342651367188,102.48124694824219,102.80000305175781,100.890625,101.25,16671776
2004-09-28,67.62710571289062,100.7437515258789,102.41874694824219,100.0625,102.41874694824219,18208848
2004-09-29,68.80182647705078,102.4937515258789,102.8687515258789,100.640625,101.015625,20993216
2004-09-30,71.134521484375,105.96875,106.375,102.8187484741211,104.375,34462048
2004-10-01,71.45967102050781,106.453125,108.5625,105.69062805175781,108.4375,20852576
2004-10-04,72.49385070800781,107.9937515258789,108.875,107.5,107.5,18128336
2004-10-05,72.18338775634766,107.53125,108.67500305175781,107.06562805175781,108.140625,13884688
2004-10-06,70.72966003417969,105.3656234741211,106.875,105.0,106.875,29443040
2004-10-07,71.5540771484375,106.59375,107.0,105.01875305175781,106.25,15432096
2004-10-08,71.66105651855469,106.75312805175781,108.0875015258789,106.3125,106.75,20248128
2004-10-11,70.75901794433594,105.40937805175781,107.171875,105.0218734741211,106.578125,14722064
2004-10-12,71.79952239990234,106.9593734741211,108.6875,106.375,108.25,36566784
2004-10-13,71.79952239990234,106.9593734741211,106.9593734741211,106.9593734741211,106.9593734741211,0
2004-10-14,76.12715911865234,113.40625,114.0625,106.9468765258789,107.6312484741211,49699776
2004-10-15,74.96292114257812,111.671875,114.75,111.078125,113.47187805175781,17571888
2004-10-18,74.09831237792969,110.07499694824219,112.5625,109.453125,112.5625,25400864
2004-10-19,74.37809753417969,110.4906234741211,111.54374694824219,109.3187484741211,111.25,31222048
2004-10-20,73.99734497070312,109.92500305175781,112.15625,109.5062484741211,110.75,26192688
2004-10-21,74.87876892089844,111.234375,111.55000305175781,109.6875,110.0218734741211,21814288
2004-10-22,74.87876892089844,111.234375,111.234375,111.234375,111.234375,0
2004-10-25,76.58479309082031,113.76875305175781,114.4937515258789,111.5718765258789,111.5718765258789,31941936
2004-10-26,78.29715728759766,116.3125,116.875,113.75,113.8125,24678512
2004-10-27,78.58326721191406,116.73750305175781,117.4937515258789,114.5218734741211,117.0,18445424
2004-10-28,81.99110412597656,121.80000305175781,122.35624694824219,117.5,117.5,45555712
2004-10-29,80.20515441894531,119.1468734741211,122.1875,118.8125,121.625,26163552
2004-11-01,81.87544250488281,121.62812805175781,122.0531234741211,118.4375,119.25,20272976
2004-11-02,80.3839340209961,119.4124984741211,121.5,119.1937484741211,121.5,20692816
2004-11-03,82.5023193359375,122.55937194824219,123.4375,119.875,119.875,26833088
2004-11-04,83.62775421142578,124.23124694824219,125.54374694824219,123.78125,123.78125,25218416
2004-11-05,83.16077423095703,123.5374984741211,130.4812469482422,122.578125,125.9375,17506880
2004-11-08,84.8941421508789,126.11250305175781,129.2937469482422,125.0,125.0,39839408
2004-11-09,85.69140625,127.296875,127.8125,125.31562805175781,126.875,23967216
2004-11-10,85.87234497070312,127.56562805175781,128.125,125.9375,127.8125,28240464
2004-11-11,84.86468505859375,126.0687484741211,127.5,125.6875,127.5,21130096
2004-11-12,85.28961944580078,126.69999694824219,127.98124694824219,125.9375,127.5,4572400
2004-11-15,85.28961944580078,126.69999694824219,126.69999694824219,126.69999694824219,126.69999694824219,0
2004-11-16,86.20893859863281,128.0656280517578,128.3562469482422,127.0,127.3125,19068224
2004-11-17,87.38065338134766,129.80624389648438,130.14999389648438,127.5,128.125,14579280
2004-11-18,86.78743743896484,128.9250030517578,130.0,128.5749969482422,129.3781280517578,10655520
2004-11-19,86.57915496826172,128.61563110351562,129.6875,128.25,129.1875,8931520
2004-11-22,85.32328033447266,126.75,128.0625,125.375,128.0625,9862432
2004-11-23,85.45161437988281,126.94062805175781,127.79374694824219,126.375,126.875,11034512
2004-11-24,85.15081787109375,126.4937515258789,127.625,126.13749694824219,126.5625,8668272
2004-11-25,85.390625,126.8499984741211,127.73124694824219,126.3125,126.89375305175781,9810368
2004-11-26,85.390625,126.8499984741211,126.8499984741211,126.8499984741211,126.8499984741211,0
2004-11-29,87.96546173095703,130.6750030517578,130.9375,127.0625,127.51249694824219,14059680
2004-11-30,90.4224853515625,134.3249969482422,135.5500030517578,131.25,131.25625610351562,28184384
2004-12-01,88.70382690429688,131.77188110351562,134.6875,131.3249969482422,134.375,20927696
2004-12-02,87.50684356689453,129.99374389648438,133.375,129.45938110351562,132.5,25157936
2004-12-03,86.30569458007812,128.20938110351562,130.38125610351562,127.75312805175781,130.0,25063136
2004-12-06,85.41373443603516,126.8843765258789,129.625,125.875,127.5,19835920
2004-12-07,85.82394409179688,127.4937515258789,128.9875030517578,124.375,124.375,16453888
2004-12-08,85.46632385253906,126.9625015258789,127.8125,126.25,126.5250015258789,14876688
2004-12-09,85.92073059082031,127.63749694824219,128.75,127.1875,127.4375,12779168
2004-12-10,85.55049133300781,127.0875015258789,128.75,126.5999984741211,128.25,12232480
2004-12-13,85.7271957397461,127.3499984741211,128.75,125.9593734741211,128.75,6849888
2004-12-14,86.3014907836914,128.203125,128.4187469482422,127.5625,127.8125,6764560
2004-12-15,88.37987518310547,131.29061889648438,131.96875,128.7312469482422,128.7312469482422,17621776
2004-12-16,89.20869445800781,132.52188110351562,133.25,130.25,131.25,10711152
2004-12-17,87.89392852783203,130.56875610351562,132.3125,130.0,131.5625,11021392
2004-12-20,88.93733978271484,132.11874389648438,132.5625,131.06875610351562,131.8562469482422,7299728
2004-12-21,88.98783874511719,132.19375610351562,133.71249389648438,131.8718719482422,132.5,10934976
2004-12-22,87.57209014892578,130.0906219482422,132.4375,128.125,128.125,24453024
2004-12-23,86.92625427246094,129.13125610351562,130.25,126.3125,126.3125,11333920
2004-12-24,86.88839721679688,129.0749969482422,129.9812469482422,127.328125,129.9812469482422,16076928
2004-12-27,86.59806823730469,128.6437530517578,130.0,127.89375305175781,128.75,6694624
2004-12-28,86.74327850341797,128.859375,129.49374389648438,127.953125,128.5,8115072
2004-12-29,87.22288513183594,129.57186889648438,131.7937469482422,129.0625,129.375,12955248
2004-12-30,86.1710433959961,128.00936889648438,130.93124389648438,127.078125,129.375,15631056
2004-12-31,88.00330352783203,130.7312469482422,130.9406280517578,127.99687194824219,128.75,12498704
2005-01-03,89.17505645751953,132.4718780517578,149.875,130.96875,132.4375,9104288
2005-01-04,87.93390655517578,130.6281280517578,132.8125,130.0,132.8125,10220864
2005-01-05,86.35407257080078,128.28125,130.0,125.0687484741211,129.0625,22197872
2005-01-06,85.98592376708984,127.734375,130.8718719482422,124.875,127.578125,27031104
2005-01-07,86.28253173828125,128.1750030517578,129.0625,124.6875,127.1875,33500080
2005-01-10,83.9306869506836,124.6812515258789,131.25,123.8125,128.75,24651840
2005-01-11,82.9525146484375,123.2281265258789,126.41874694824219,121.9437484741211,124.375,34083200
2005-01-12,80.20095825195312,119.140625,126.5625,117.1968765258789,126.5625,63117008
2005-01-13,82.81366729736328,123.0218734741211,128.1281280517578,120.625,128.1281280517578,35060464
2005-01-14,83.05138397216797,123.375,125.51875305175781,121.875,123.75,19852096
2005-01-17,84.0484848022461,124.85624694824219,125.875,120.94999694824219,123.875,19508400
2005-01-18,82.68955993652344,122.8375015258789,126.25,121.9937515258789,125.625,18835760
2005-01-19,82.4181900024414,122.43437194824219,124.359375,121.95625305175781,122.1968765258789,12037472
2005-01-20,82.6622314453125,122.796875,123.625,120.125,122.0,18539120
2005-01-24,80.16938781738281,119.09375,122.8062515258789,118.2874984741211,122.5,18662816
2005-01-25,80.47860717773438,119.5531234741211,120.125,117.625,119.3125,16201056
2005-01-27,82.12996673583984,122.0062484741211,122.78125,120.34687805175781,120.625,19668176
2005-01-28,85.72929382324219,127.3531265258789,127.9906234741211,121.57499694824219,122.5,17999552
2005-01-31,87.03353881835938,129.29061889648438,131.1062469482422,127.0,128.8125,23864720
2005-02-01,86.74327850341797,128.859375,130.875,128.4375,129.375,22166592
2005-02-02,87.16606140136719,129.4875030517578,131.8125,129.0,129.5625,12938256
2005-02-03,88.40933990478516,131.33438110351562,131.875,128.8874969482422,129.375,14813472
2005-02-04,87.73826599121094,130.33749389648438,132.4875030517578,129.84375,132.1875,9580576
2005-02-07,85.40532684326172,126.87187194824219,131.5625,126.25,130.0,31089440
2005-02-08,85.97962951660156,127.7249984741211,128.75,126.5625,128.75,17364464
2005-02-09,86.03853607177734,127.8125,129.02499389648438,127.37812805175781,128.125,8274208
2005-02-10,86.0132827758789,127.7750015258789,128.4375,126.59687805175781,128.4375,7435616
2005-02-11,88.50401306152344,131.47500610351562,131.7312469482422,129.375,129.375,18523056
2005-02-14,91.28286743164062,135.60311889648438,136.2312469482422,132.5,132.5,21044864
2005-02-15,91.79827117919922,136.36874389648438,136.75,134.0625,135.625,15539824
2005-02-16,91.87187957763672,136.47811889648438,137.84375,135.625,136.5,16757232
2005-02-17,91.46378326416016,135.8718719482422,136.2375030517578,133.4499969482422,135.625,17528720
2005-02-18,91.07461547851562,135.2937469482422,136.47811889648438,131.3125,135.625,6471376
2005-02-21,90.19951629638672,133.99374389648438,135.3125,133.125,135.125,8007472
2005-02-22,90.91895294189453,135.0625,135.9375,131.4812469482422,134.3125,8232832
2005-02-23,90.0606918334961,133.78750610351562,134.6875,133.4375,134.5437469482422,7623536
2005-02-24,91.05779266357422,135.2687530517578,135.9375,133.75,134.0625,13470832
2005-02-25,91.69519805908203,136.2156219482422,136.625,134.70938110351562,134.70938110351562,10544240
2005-02-28,94.24691009521484,140.00625610351562,140.4968719482422,134.5656280517578,138.0625,17478560
2005-03-01,91.77091979980469,136.328125,140.0,135.9375,140.0,11760288
2005-03-02,92.01496124267578,136.6906280517578,137.8125,134.3781280517578,136.375,15075504
2005-03-03,93.16773223876953,138.4031219482422,139.1875,136.3125,136.3125,14982720
2005-03-04,93.99864196777344,139.6374969482422,140.6125030517578,138.4375,138.453125,12496896
2005-03-07,94.75174713134766,140.75625610351562,141.375,138.9093780517578,139.6875,12252080
2005-03-08,95.25662994384766,141.50625610351562,142.6687469482422,140.0,140.625,10757312
2005-03-09,94.74333953857422,140.74374389648438,142.0500030517578,139.1437530517578,140.625,8670176
2005-03-10,93.9082260131836,139.5031280517578,140.625,137.1875,140.625,13265920
2005-03-11,93.1761474609375,138.41561889648438,140.625,137.828125,140.0,9922640
2005-03-14,93.65998077392578,139.13436889648438,140.0625,136.875,138.125,10515408
2005-03-15,93.01415252685547,138.1750030517578,139.3625030517578,135.0,137.5,6268288
2005-03-16,92.26947021484375,137.06875610351562,139.0437469482422,136.63125610351562,137.25,10693536
2005-03-17,91.76461791992188,136.31875610351562,137.7468719482422,135.69375610351562,137.1875,8216112
2005-03-18,92.55767822265625,137.4968719482422,137.8125,134.0593719482422,136.5437469482422,15457456
2005-03-21,94.0975570678711,139.7843780517578,140.5500030517578,137.1875,138.0625,14841488
2005-03-22,93.55900573730469,138.984375,141.25,137.5,141.1875,13384816
2005-03-23,90.97786712646484,135.14999389648438,138.9875030517578,134.4562530517578,138.59375,11986160
2005-03-24,90.83901977539062,134.94375610351562,136.78125,134.375,135.625,12574736
2005-03-28,91.97077941894531,136.625,138.5593719482422,135.4375,135.9375,10014304
